movieNm,movieCd,image,link,userRating
명탐정 피카츄,20198598,https://ssl.pstatic.net/imgmovie/mdi/mit110/1676/167657_P03_163928.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=167657,8.12
어글리 돌,20197147,https://ssl.pstatic.net/imgmovie/mdi/mit110/1820/182012_P08_135215.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=182012,9.18
안도 타다오,20169323,https://ssl.pstatic.net/imgmovie/mdi/mit110/1488/148863_P10_094956.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=148863,8.35
판의 미로 - 오필리아와 세 개의 열쇠,20060347,https://ssl.pstatic.net/imgmovie/mdi/mit110/0493/49336_P59_105053.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=49336,7.90
프렌즈: 둥지탈출,20199736,https://ssl.pstatic.net/imgmovie/mdi/mit110/1842/184253_P10_155905.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=184253,8.86
걸캅스,20184082,https://ssl.pstatic.net/imgmovie/mdi/mit110/1868/186899_P01_111320.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=186899,10.00
호텔 뭄바이,20185384,https://ssl.pstatic.net/imgmovie/mdi/mit110/1650/165022_P15_153454.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=165022,9.11
악인전,20188941,https://ssl.pstatic.net/imgmovie/mdi/mit110/1779/177967_P50_114447.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=177967,7.93
배심원들,20187981,https://ssl.pstatic.net/imgmovie/mdi/mit110/1774/177483_P122_133507.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=177483,8.91
교회오빠,20198597,https://ssl.pstatic.net/imgmovie/mdi/mit110/1831/183132_P05_134901.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=183132,9.28
서스페리아,20197503,https://ssl.pstatic.net/imgmovie/mdi/mit110/1515/151550_P22_095949.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=151550,6.87
알라딘,20183867,https://ssl.pstatic.net/imgmovie/mdi/mit110/1637/163788_P18_105943.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=163788,9.43
어린 의뢰인,20199448,https://ssl.pstatic.net/imgmovie/mdi/mit110/1801/180169_P64_101528.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=180169,9.01
더 보이,20199822,https://ssl.pstatic.net/imgmovie/mdi/mit110/1817/181701_P09_111143.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=181701,4.95
기생충,20183782,https://ssl.pstatic.net/imgmovie/mdi/mit110/1619/161967_P80_151640.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=161967,8.50
고질라: 킹 오브 몬스터,20184865,https://ssl.pstatic.net/imgmovie/mdi/mit110/1373/137327_P17_171853.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=137327,7.25
0.0MHz,20188144,https://ssl.pstatic.net/imgmovie/mdi/mit110/1773/177371_P20_114332.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=177371,5.05
엑스맨: 다크 피닉스,20182387,https://ssl.pstatic.net/imgmovie/mdi/mit110/1641/164125_P65_143635.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=164125,6.47
이웃집 토토로,19880001,https://ssl.pstatic.net/imgmovie/mdi/mit110/0187/18781_P40_110031.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18781,9.26
로켓맨,20198291,https://ssl.pstatic.net/imgmovie/mdi/mit110/1817/181704_P35_105923.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=181704,8.13
빅샤크2: 해저2만리,20199063,https://ssl.pstatic.net/imgmovie/mdi/mit110/1838/183870_P25_095540.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=183870,8.05
맨 인 블랙: 인터내셔널,20196657,https://ssl.pstatic.net/imgmovie/mdi/mit110/0976/97631_P49_094859.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=97631,5.31
천로역정: 천국을 찾아서,20190273,https://ssl.pstatic.net/imgmovie/mdi/mit110/1838/183836_P33_161902.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=183836,8.75
업사이드,20191401,https://ssl.pstatic.net/imgmovie/mdi/mit110/1670/167053_P13_111013.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=167053,8.54
세상을 바꾼 변호인,20190466,https://ssl.pstatic.net/imgmovie/mdi/mit110/1378/137865_P17_113027.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=137865,8.89
토이 스토리 4,20184047,https://ssl.pstatic.net/imgmovie/mdi/mit110/1019/101966_P09_114632.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=101966,9.09
롱 리브 더 킹: 목포 영웅,20198453,https://ssl.pstatic.net/imgmovie/mdi/mit110/1791/179125_P44_162751.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=179125,7.64
존 윅 3: 파라벨룸,20196655,https://ssl.pstatic.net/imgmovie/mdi/mit110/1816/181698_P38_102749.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=181698,8.27
사탄의 인형,20190885,https://ssl.pstatic.net/imgmovie/mdi/mit110/1838/183820_P08_141424.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=183820,7.00
애나벨 집으로,20199951,https://ssl.pstatic.net/imgmovie/mdi/mit110/1838/183850_P16_113434.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=183850,6.74
비스트,20182585,https://ssl.pstatic.net/imgmovie/mdi/mit110/1798/179875_P37_142918.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=179875,5.57
마담 싸이코,20192022,https://ssl.pstatic.net/imgmovie/mdi/mit110/1676/167633_P18_100754.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=167633,6.91
스파이더맨: 파 프롬 홈,20196309,https://ssl.pstatic.net/imgmovie/mdi/mit110/1731/173123_P06_135928.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=173123,8.37
BIFAN2019 판타스틱 단편 걸작선 1,20192591,https://ssl.pstatic.net/imgmovie/mdi/mit110/1836/183666_P01_135734.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=183666,0.00
기방도령,20185353,https://ssl.pstatic.net/imgmovie/mdi/mit110/1802/180209_P42_134851.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=180209,5.91
진범,20185986,https://ssl.pstatic.net/imgmovie/mdi/mit110/1748/174834_P53_105510.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=174834,7.38
극장판 엉덩이 탐정: 화려한 사건 수첩,20191601,https://ssl.pstatic.net/imgmovie/mdi/mit110/1837/183783_P16_105340.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=183783,4.08
미드소마,20192151,https://ssl.pstatic.net/imgmovie/mdi/mit110/1820/182014_P09_102330.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=182014,6.92
